[L]# 06:26:43-079  ThreadID:1 >> 积分池中添加了1000分
[L]# 06:26:43-079  ThreadID:1 >> 张俊  刷了一个礼物 甜甜圈  积分增加了1000，这个礼物已经赠送了7个了
[L]# 06:26:43-079  ThreadID:1 >> Red添加了Unit_qb_5，添加了5个，积分增加了1000
[L]# 06:26:43-079  ThreadID:1 >> 目前红方有35个，蓝方有30个，本局积分13000
[L]# 06:26:43-080  ThreadID:1 >> 分发了礼物转换为士兵的消息
[L]# 06:26:43-080  ThreadID:1 >> 收到一个送礼请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:26:43-081  ThreadID:1 >> Id 为acSNVF 的房间存在,玩家5aaa0617-78de-485d-9a70-147e5e9c2647开始送礼物
[L]# 06:26:43-081  ThreadID:1 >> 淡然 赠送了礼物  本局自动点赞
[L]# 06:26:43-081  ThreadID:1 >> 甜甜圈
[L]# 06:26:43-081  ThreadID:1 >> Blue方 添加了Unit_qb_5 类型的兵种 存储了5个 
[L]# 06:26:43-082  ThreadID:1 >> 积分池中添加了1000分
[L]# 06:26:43-082  ThreadID:1 >> 淡然  刷了一个礼物 甜甜圈  积分增加了1000，这个礼物已经赠送了1个了
[L]# 06:26:43-082  ThreadID:1 >> Blue添加了Unit_qb_5，添加了5个，积分增加了1000
[L]# 06:26:43-082  ThreadID:1 >> 目前红方有35个，蓝方有35个，本局积分14000
[L]# 06:26:43-083  ThreadID:1 >> 分发了礼物转换为士兵的消息
[L]# 06:26:43-218  ThreadID:1 >> 收到一个送礼请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:26:43-219  ThreadID:1 >> Id 为acSNVF 的房间存在,玩家5aaa0617-78de-485d-9a70-147e5e9c2647开始送礼物
[L]# 06:26:43-219  ThreadID:1 >> Sky2002 赠送了礼物  本局自动点赞
[L]# 06:26:43-219  ThreadID:1 >> 甜甜圈
[L]# 06:26:43-219  ThreadID:1 >> Red方 添加了Unit_qb_5 类型的兵种 存储了5个 
[L]# 06:26:43-220  ThreadID:1 >> 积分池中添加了1000分
[L]# 06:26:43-220  ThreadID:1 >> Sky2002  刷了一个礼物 甜甜圈  积分增加了1000，这个礼物已经赠送了2个了
[L]# 06:26:43-220  ThreadID:1 >> Red添加了Unit_qb_5，添加了5个，积分增加了1000
[L]# 06:26:43-221  ThreadID:1 >> 目前红方有40个，蓝方有35个，本局积分15000
[L]# 06:26:43-221  ThreadID:1 >> 分发了礼物转换为士兵的消息
[L]# 06:26:43-234  ThreadID:1 >> 收到一个送礼请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:26:43-235  ThreadID:1 >> Id 为acSNVF 的房间存在,玩家5aaa0617-78de-485d-9a70-147e5e9c2647开始送礼物
[L]# 06:26:43-236  ThreadID:1 >> 过节吃大蒜 赠送了礼物  本局自动点赞
[L]# 06:26:43-236  ThreadID:1 >> 甜甜圈
[L]# 06:26:43-236  ThreadID:1 >> Blue方 添加了Unit_qb_5 类型的兵种 存储了5个 
[L]# 06:26:43-237  ThreadID:1 >> 积分池中添加了1000分
[L]# 06:26:43-237  ThreadID:1 >> 过节吃大蒜  刷了一个礼物 甜甜圈  积分增加了1000，这个礼物已经赠送了2个了
[L]# 06:26:43-237  ThreadID:1 >> Blue添加了Unit_qb_5，添加了5个，积分增加了1000
[L]# 06:26:43-237  ThreadID:1 >> 目前红方有40个，蓝方有40个，本局积分16000
[L]# 06:26:43-238  ThreadID:1 >> 分发了礼物转换为士兵的消息
[L]# 06:26:43-450  ThreadID:1 >> 收到一个送礼请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:26:43-451  ThreadID:1 >> Id 为acSNVF 的房间存在,玩家5aaa0617-78de-485d-9a70-147e5e9c2647开始送礼物
[L]# 06:26:43-451  ThreadID:1 >> 淡然 赠送了礼物  本局自动点赞
[L]# 06:26:43-451  ThreadID:1 >> 超能喷射
[L]# 06:26:43-452  ThreadID:1 >> Blue方 添加了Unit_Hero 类型的兵种 存储了1个 
[L]# 06:26:43-452  ThreadID:1 >> 积分池中添加了12000分
[L]# 06:26:43-452  ThreadID:1 >> 淡然  刷了一个礼物 超能喷射  积分增加了12000，这个礼物已经赠送了1个了
[L]# 06:26:43-452  ThreadID:1 >> Blue添加了Unit_Hero，添加了1个，积分增加了12000
[L]# 06:26:43-453  ThreadID:1 >> 目前红方有40个，蓝方有41个，本局积分28000
[L]# 06:26:43-454  ThreadID:1 >> 分发了礼物转换为士兵的消息
[L]# 06:26:43-577  ThreadID:1 >> 收到一个送礼请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:26:43-577  ThreadID:1 >> Id 为acSNVF 的房间存在,玩家5aaa0617-78de-485d-9a70-147e5e9c2647开始送礼物
[L]# 06:26:43-577  ThreadID:1 >> 淡然 赠送了礼物  本局自动点赞
[L]# 06:26:43-578  ThreadID:1 >> 超能喷射
[L]# 06:26:43-578  ThreadID:1 >> Blue方 添加了Unit_Hero 类型的兵种 存储了1个 
[L]# 06:26:43-578  ThreadID:1 >> 积分池中添加了12000分
[L]# 06:26:43-578  ThreadID:1 >> 淡然  刷了一个礼物 超能喷射  积分增加了12000，这个礼物已经赠送了2个了
[L]# 06:26:43-579  ThreadID:1 >> Blue添加了Unit_Hero，添加了1个，积分增加了12000
[L]# 06:26:43-579  ThreadID:1 >> 目前红方有40个，蓝方有42个，本局积分40000
[L]# 06:26:43-580  ThreadID:1 >> 分发了礼物转换为士兵的消息
[L]# 06:26:43-746  ThreadID:1 >> 收到一个送礼请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:26:43-747  ThreadID:1 >> Id 为acSNVF 的房间存在,玩家5aaa0617-78de-485d-9a70-147e5e9c2647开始送礼物
[L]# 06:26:43-747  ThreadID:1 >> 邮政老马 赠送了礼物  本局自动点赞
[L]# 06:26:43-747  ThreadID:1 >> 超能喷射
[L]# 06:26:43-748  ThreadID:1 >> Blue方 添加了Unit_Hero 类型的兵种 存储了1个 
[L]# 06:26:43-748  ThreadID:1 >> 积分池中添加了12000分
[L]# 06:26:43-748  ThreadID:1 >> 邮政老马  刷了一个礼物 超能喷射  积分增加了12000，这个礼物已经赠送了1个了
[L]# 06:26:43-748  ThreadID:1 >> Blue添加了Unit_Hero，添加了1个，积分增加了12000
[L]# 06:26:43-749  ThreadID:1 >> 目前红方有40个，蓝方有43个，本局积分52000
[L]# 06:26:43-749  ThreadID:1 >> 分发了礼物转换为士兵的消息
[L]# 06:26:43-871  ThreadID:1 >> 收到一个送礼请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:26:43-871  ThreadID:1 >> Id 为acSNVF 的房间存在,玩家5aaa0617-78de-485d-9a70-147e5e9c2647开始送礼物
[L]# 06:26:43-872  ThreadID:1 >> 金贝贝 赠送了礼物  本局自动点赞
[L]# 06:26:43-872  ThreadID:1 >> 超能喷射
[L]# 06:26:43-872  ThreadID:1 >> Blue方 添加了Unit_Hero 类型的兵种 存储了1个 
[L]# 06:26:43-873  ThreadID:1 >> 积分池中添加了12000分
[L]# 06:26:43-873  ThreadID:1 >> 金贝贝  刷了一个礼物 超能喷射  积分增加了12000，这个礼物已经赠送了1个了
[L]# 06:26:43-873  ThreadID:1 >> Blue添加了Unit_Hero，添加了1个，积分增加了12000
[L]# 06:26:43-874  ThreadID:1 >> 目前红方有40个，蓝方有44个，本局积分64000
[L]# 06:26:43-874  ThreadID:1 >> 分发了礼物转换为士兵的消息
[L]# 06:26:44-025  ThreadID:1 >> 收到一个送礼请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:26:44-025  ThreadID:1 >> Id 为acSNVF 的房间存在,玩家5aaa0617-78de-485d-9a70-147e5e9c2647开始送礼物
[L]# 06:26:44-027  ThreadID:1 >> 淡然 赠送了礼物  本局自动点赞
[L]# 06:26:44-027  ThreadID:1 >> 超能喷射
[L]# 06:26:44-027  ThreadID:1 >> Blue方 添加了Unit_Hero 类型的兵种 存储了1个 
[L]# 06:26:44-027  ThreadID:1 >> 积分池中添加了12000分
[L]# 06:26:44-027  ThreadID:1 >> 淡然  刷了一个礼物 超能喷射  积分增加了12000，这个礼物已经赠送了3个了
[L]# 06:26:44-027  ThreadID:1 >> Blue添加了Unit_Hero，添加了1个，积分增加了12000
[L]# 06:26:44-028  ThreadID:1 >> 目前红方有40个，蓝方有45个，本局积分76000
[L]# 06:26:44-028  ThreadID:1 >> 分发了礼物转换为士兵的消息
[L]# 06:26:44-196  ThreadID:1 >> 收到一个送礼请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:26:44-197  ThreadID:1 >> Id 为acSNVF 的房间存在,玩家5aaa0617-78de-485d-9a70-147e5e9c2647开始送礼物
[L]# 06:26:44-197  ThreadID:1 >> 淡然 赠送了礼物  本局自动点赞
[L]# 06:26:44-197  ThreadID:1 >> 超能喷射
[L]# 06:26:44-198  ThreadID:1 >> Blue方 添加了Unit_Hero 类型的兵种 存储了1个 
[L]# 06:26:44-198  ThreadID:1 >> 积分池中添加了12000分
[L]# 06:26:44-198  ThreadID:1 >> 淡然  刷了一个礼物 超能喷射  积分增加了12000，这个礼物已经赠送了4个了
[L]# 06:26:44-198  ThreadID:1 >> Blue添加了Unit_Hero，添加了1个，积分增加了12000
[L]# 06:26:44-199  ThreadID:1 >> 目前红方有40个，蓝方有46个，本局积分88000
[L]# 06:26:44-200  ThreadID:1 >> 分发了礼物转换为士兵的消息
[L]# 06:26:44-323  ThreadID:1 >> 收到一个送礼请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:26:44-323  ThreadID:1 >> Id 为acSNVF 的房间存在,玩家5aaa0617-78de-485d-9a70-147e5e9c2647开始送礼物
[L]# 06:26:44-324  ThreadID:1 >> 金贝贝 赠送了礼物  本局自动点赞
[L]# 06:26:44-324  ThreadID:1 >> 超能喷射
[L]# 06:26:44-324  ThreadID:1 >> Blue方 添加了Unit_Hero 类型的兵种 存储了1个 
[L]# 06:26:44-324  ThreadID:1 >> 积分池中添加了12000分
[L]# 06:26:44-325  ThreadID:1 >> 金贝贝  刷了一个礼物 超能喷射  积分增加了12000，这个礼物已经赠送了2个了
[L]# 06:26:44-325  ThreadID:1 >> Blue添加了Unit_Hero，添加了1个，积分增加了12000
[L]# 06:26:44-325  ThreadID:1 >> 目前红方有40个，蓝方有47个，本局积分100000
[L]# 06:26:44-326  ThreadID:1 >> 分发了礼物转换为士兵的消息
[L]# 06:26:44-495  ThreadID:1 >> 收到一个送礼请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:26:44-497  ThreadID:1 >> Id 为acSNVF 的房间存在,玩家5aaa0617-78de-485d-9a70-147e5e9c2647开始送礼物
[L]# 06:26:44-497  ThreadID:1 >> 风尘三侠 赠送了礼物  本局自动点赞
[L]# 06:26:44-497  ThreadID:1 >> 超能喷射
[L]# 06:26:44-498  ThreadID:1 >> Blue方 添加了Unit_Hero 类型的兵种 存储了1个 
[L]# 06:26:44-498  ThreadID:1 >> 积分池中添加了12000分
[L]# 06:26:44-498  ThreadID:1 >> 风尘三侠  刷了一个礼物 超能喷射  积分增加了12000，这个礼物已经赠送了1个了
[L]# 06:26:44-499  ThreadID:1 >> Blue添加了Unit_Hero，添加了1个，积分增加了12000
[L]# 06:26:44-499  ThreadID:1 >> 目前红方有40个，蓝方有48个，本局积分112000
[L]# 06:26:44-499  ThreadID:1 >> 分发了礼物转换为士兵的消息
[L]# 06:26:44-621  ThreadID:10 >> 点赞
[L]# 06:26:44-622  ThreadID:10 >> Blue方 添加了Unit_dzb_1 类型的兵种 存储了5个 
[L]# 06:26:44-622  ThreadID:10 >> 积分池中添加了0分
[L]# 06:26:44-622  ThreadID:10 >> 美术程老师  刷了一个礼物 点赞  积分增加了0，这个礼物已经赠送了1个了
[L]# 06:26:44-623  ThreadID:10 >> Blue添加了Unit_dzb_1，添加了5个，积分增加了0
[L]# 06:26:44-623  ThreadID:10 >> 目前红方有40个，蓝方有53个，本局积分112000
[L]# 06:26:44-624  ThreadID:10 >> 分发了礼物转换为士兵的消息
[L]# 06:26:44-624  ThreadID:10 >> 点赞
[L]# 06:26:44-624  ThreadID:10 >> Red方 添加了Unit_dzb_1 类型的兵种 存储了5个 
[L]# 06:26:44-625  ThreadID:10 >> 积分池中添加了0分
[L]# 06:26:44-625  ThreadID:10 >> 奎托斯健身  刷了一个礼物 点赞  积分增加了0，这个礼物已经赠送了1个了
[L]# 06:26:44-625  ThreadID:10 >> Red添加了Unit_dzb_1，添加了5个，积分增加了0
[L]# 06:26:44-626  ThreadID:10 >> 目前红方有45个，蓝方有53个，本局积分112000
[L]# 06:26:44-626  ThreadID:10 >> 分发了礼物转换为士兵的消息
[L]# 06:26:44-627  ThreadID:10 >> 点赞
[L]# 06:26:44-627  ThreadID:10 >> Blue方 添加了Unit_dzb_1 类型的兵种 存储了5个 
[L]# 06:26:44-627  ThreadID:10 >> 积分池中添加了0分
[L]# 06:26:44-627  ThreadID:10 >> 风尘三侠  刷了一个礼物 点赞  积分增加了0，这个礼物已经赠送了1个了
[L]# 06:26:44-628  ThreadID:10 >> Blue添加了Unit_dzb_1，添加了5个，积分增加了0
[L]# 06:26:44-628  ThreadID:10 >> 目前红方有45个，蓝方有58个，本局积分112000
[L]# 06:26:44-628  ThreadID:10 >> 分发了礼物转换为士兵的消息
[L]# 06:26:44-629  ThreadID:10 >> 点赞
[L]# 06:26:44-629  ThreadID:10 >> Blue方 添加了Unit_dzb_1 类型的兵种 存储了5个 
[L]# 06:26:44-629  ThreadID:10 >> 积分池中添加了0分
[L]# 06:26:44-630  ThreadID:10 >> 淡然  刷了一个礼物 点赞  积分增加了0，这个礼物已经赠送了1个了
[L]# 06:26:44-630  ThreadID:10 >> Blue添加了Unit_dzb_1，添加了5个，积分增加了0
[L]# 06:26:44-630  ThreadID:10 >> 目前红方有45个，蓝方有63个，本局积分112000
[L]# 06:26:44-631  ThreadID:10 >> 分发了礼物转换为士兵的消息
[L]# 06:26:44-631  ThreadID:10 >> 点赞
[L]# 06:26:44-631  ThreadID:10 >> Red方 添加了Unit_dzb_1 类型的兵种 存储了5个 
[L]# 06:26:44-632  ThreadID:10 >> 积分池中添加了0分
[L]# 06:26:44-632  ThreadID:10 >> 张俊  刷了一个礼物 点赞  积分增加了0，这个礼物已经赠送了6个了
[L]# 06:26:44-632  ThreadID:10 >> Red添加了Unit_dzb_1，添加了5个，积分增加了0
[L]# 06:26:44-632  ThreadID:10 >> 目前红方有50个，蓝方有63个，本局积分112000
[L]# 06:26:44-633  ThreadID:10 >> 分发了礼物转换为士兵的消息
[L]# 06:26:44-634  ThreadID:10 >> 点赞
[L]# 06:26:44-634  ThreadID:10 >> Blue方 添加了Unit_dzb_1 类型的兵种 存储了5个 
[L]# 06:26:44-635  ThreadID:10 >> 积分池中添加了0分
[L]# 06:26:44-635  ThreadID:10 >> 春天在哪里  刷了一个礼物 点赞  积分增加了0，这个礼物已经赠送了1个了
[L]# 06:26:44-635  ThreadID:10 >> Blue添加了Unit_dzb_1，添加了5个，积分增加了0
[L]# 06:26:44-635  ThreadID:10 >> 目前红方有50个，蓝方有68个，本局积分112000
[L]# 06:26:44-636  ThreadID:10 >> 分发了礼物转换为士兵的消息
[L]# 06:26:44-637  ThreadID:10 >> 点赞
[L]# 06:26:44-637  ThreadID:10 >> Red方 添加了Unit_dzb_1 类型的兵种 存储了5个 
[L]# 06:26:44-637  ThreadID:10 >> 积分池中添加了0分
[L]# 06:26:44-638  ThreadID:10 >> 蔡丽珍  刷了一个礼物 点赞  积分增加了0，这个礼物已经赠送了6个了
[L]# 06:26:44-638  ThreadID:10 >> Red添加了Unit_dzb_1，添加了5个，积分增加了0
[L]# 06:26:44-638  ThreadID:10 >> 目前红方有55个，蓝方有68个，本局积分112000
[L]# 06:26:44-639  ThreadID:10 >> 分发了礼物转换为士兵的消息
[L]# 06:26:44-639  ThreadID:10 >> 点赞
[L]# 06:26:44-639  ThreadID:10 >> Blue方 添加了Unit_dzb_1 类型的兵种 存储了5个 
[L]# 06:26:44-639  ThreadID:10 >> 积分池中添加了0分
[L]# 06:26:44-640  ThreadID:10 >> 过节吃大蒜  刷了一个礼物 点赞  积分增加了0，这个礼物已经赠送了1个了
[L]# 06:26:44-640  ThreadID:10 >> Blue添加了Unit_dzb_1，添加了5个，积分增加了0
[L]# 06:26:44-640  ThreadID:10 >> 目前红方有55个，蓝方有73个，本局积分112000
[L]# 06:26:44-641  ThreadID:10 >> 分发了礼物转换为士兵的消息
[L]# 06:26:44-641  ThreadID:10 >> 点赞
[L]# 06:26:44-641  ThreadID:10 >> Red方 添加了Unit_dzb_1 类型的兵种 存储了5个 
[L]# 06:26:44-642  ThreadID:10 >> 积分池中添加了0分
[L]# 06:26:44-642  ThreadID:10 >> Sky2002  刷了一个礼物 点赞  积分增加了0，这个礼物已经赠送了1个了
[L]# 06:26:44-642  ThreadID:10 >> Red添加了Unit_dzb_1，添加了5个，积分增加了0
[L]# 06:26:44-642  ThreadID:10 >> 目前红方有60个，蓝方有73个，本局积分112000
[L]# 06:26:44-643  ThreadID:10 >> 分发了礼物转换为士兵的消息
[L]# 06:26:44-643  ThreadID:10 >> 点赞
[L]# 06:26:44-644  ThreadID:10 >> Blue方 添加了Unit_dzb_1 类型的兵种 存储了5个 
[L]# 06:26:44-644  ThreadID:10 >> 积分池中添加了0分
[L]# 06:26:44-644  ThreadID:10 >> 张俊  刷了一个礼物 点赞  积分增加了0，这个礼物已经赠送了6个了
[L]# 06:26:44-645  ThreadID:10 >> Blue添加了Unit_dzb_1，添加了5个，积分增加了0
[L]# 06:26:44-645  ThreadID:10 >> 目前红方有60个，蓝方有78个，本局积分112000
[L]# 06:26:44-645  ThreadID:10 >> 分发了礼物转换为士兵的消息
[L]# 06:26:44-645  ThreadID:10 >> 点赞
[L]# 06:26:44-646  ThreadID:10 >> Blue方 添加了Unit_dzb_1 类型的兵种 存储了5个 
[L]# 06:26:44-646  ThreadID:10 >> 积分池中添加了0分
[L]# 06:26:44-646  ThreadID:10 >> 金贝贝  刷了一个礼物 点赞  积分增加了0，这个礼物已经赠送了1个了
[L]# 06:26:44-646  ThreadID:10 >> Blue添加了Unit_dzb_1，添加了5个，积分增加了0
[L]# 06:26:44-647  ThreadID:10 >> 目前红方有60个，蓝方有83个，本局积分112000
[L]# 06:26:44-647  ThreadID:10 >> 分发了礼物转换为士兵的消息
[L]# 06:26:44-647  ThreadID:10 >> 点赞
[L]# 06:26:44-648  ThreadID:10 >> Blue方 添加了Unit_dzb_1 类型的兵种 存储了5个 
[L]# 06:26:44-648  ThreadID:10 >> 积分池中添加了0分
[L]# 06:26:44-648  ThreadID:10 >> 邮政老马  刷了一个礼物 点赞  积分增加了0，这个礼物已经赠送了6个了
[L]# 06:26:44-648  ThreadID:10 >> Blue添加了Unit_dzb_1，添加了5个，积分增加了0
[L]# 06:26:44-649  ThreadID:10 >> 目前红方有60个，蓝方有88个，本局积分112000
[L]# 06:26:44-649  ThreadID:10 >> 分发了礼物转换为士兵的消息
[L]# 06:26:44-650  ThreadID:10 >> 自动送礼更新一次
[L]# 06:26:44-668  ThreadID:1 >> 收到一个送礼请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:26:44-668  ThreadID:1 >> Id 为acSNVF 的房间存在,玩家5aaa0617-78de-485d-9a70-147e5e9c2647开始送礼物
[L]# 06:26:44-668  ThreadID:1 >> 淡然 赠送了礼物  本局自动点赞
[L]# 06:26:44-669  ThreadID:1 >> 超能喷射
[L]# 06:26:44-669  ThreadID:1 >> Blue方 添加了Unit_Hero 类型的兵种 存储了1个 
[L]# 06:26:44-669  ThreadID:1 >> 积分池中添加了12000分
[L]# 06:26:44-670  ThreadID:1 >> 淡然  刷了一个礼物 超能喷射  积分增加了12000，这个礼物已经赠送了5个了
[L]# 06:26:44-670  ThreadID:1 >> 淡然 创建 蒙恬 
[L]# 06:26:44-670  ThreadID:1 >> 解锁武将
[L]# 06:26:44-671  ThreadID:1 >> Blue添加了Unit_Hero，添加了1个，积分增加了12000
[L]# 06:26:44-672  ThreadID:1 >> 目前红方有60个，蓝方有89个，本局积分124000
[L]# 06:26:44-673  ThreadID:1 >> 分发了礼物转换为士兵的消息
[L]# 06:26:44-807  ThreadID:1 >> 收到一个送礼请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:26:44-808  ThreadID:1 >> Id 为acSNVF 的房间存在,玩家5aaa0617-78de-485d-9a70-147e5e9c2647开始送礼物
[L]# 06:26:44-808  ThreadID:1 >> 过节吃大蒜 赠送了礼物  本局自动点赞
[L]# 06:26:44-808  ThreadID:1 >> 超能喷射
[L]# 06:26:44-808  ThreadID:1 >> Blue方 添加了Unit_Hero 类型的兵种 存储了1个 
[L]# 06:26:44-809  ThreadID:1 >> 积分池中添加了12000分
[L]# 06:26:44-809  ThreadID:1 >> 过节吃大蒜  刷了一个礼物 超能喷射  积分增加了12000，这个礼物已经赠送了1个了
[L]# 06:26:44-809  ThreadID:1 >> Blue添加了Unit_Hero，添加了1个，积分增加了12000
[L]# 06:26:44-809  ThreadID:1 >> 目前红方有60个，蓝方有90个，本局积分136000
[L]# 06:26:44-809  ThreadID:1 >> 分发了礼物转换为士兵的消息
[L]# 06:26:47-232  ThreadID:1 >> 收到一个士兵死亡的请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:26:47-235  ThreadID:1 >> 客户端5aaa0617-78de-485d-9a70-147e5e9c2647，Red方的士兵死亡，类型为Unit_pao_6
[L]# 06:26:47-236  ThreadID:1 >> acSNVF房间移除了Red阵营的Unit_pao_6士兵
[L]# 06:26:47-237  ThreadID:1 >> 向acSNVF房间 发送了移除士兵的数据
[L]# 06:26:47-239  ThreadID:1 >> 收到一个士兵死亡的请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:26:47-240  ThreadID:1 >> 客户端5aaa0617-78de-485d-9a70-147e5e9c2647，Red方的士兵死亡，类型为Unit_pao_6
[L]# 06:26:47-240  ThreadID:1 >> acSNVF房间移除了Red阵营的Unit_pao_6士兵
[L]# 06:26:47-240  ThreadID:1 >> 向acSNVF房间 发送了移除士兵的数据
[L]# 06:26:47-241  ThreadID:1 >> 收到一个士兵死亡的请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:26:47-241  ThreadID:1 >> 客户端5aaa0617-78de-485d-9a70-147e5e9c2647，Red方的士兵死亡，类型为Unit_pao_6
[L]# 06:26:47-241  ThreadID:1 >> acSNVF房间移除了Red阵营的Unit_pao_6士兵
[L]# 06:26:47-241  ThreadID:1 >> 向acSNVF房间 发送了移除士兵的数据
[L]# 06:26:47-242  ThreadID:1 >> 收到一个士兵死亡的请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:26:47-242  ThreadID:1 >> 客户端5aaa0617-78de-485d-9a70-147e5e9c2647，Red方的士兵死亡，类型为Unit_pao_6
[L]# 06:26:47-243  ThreadID:1 >> acSNVF房间移除了Red阵营的Unit_pao_6士兵
[L]# 06:26:47-243  ThreadID:1 >> 向acSNVF房间 发送了移除士兵的数据
